Accession.ID	Virus.name	Passage.details.history	Collection.date	Pango.lineage	Continent	Country	Province	Region	Region.2
EPI_ISL_5052348	hCoV-19/Thailand/Narathiwat_SEQ17821/2021	Original	2021-09-24	AY.59	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052349	hCoV-19/Thailand/Narathiwat_SEQ17822/2021	Original	2021-09-24	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052350	hCoV-19/Thailand/Narathiwat_SEQ17824/2021	Original	2021-09-21	AY.59	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052351	hCoV-19/Thailand/Yala_SEQ17820/2021	Original	2021-09	B.1.1.7	Asia	Thailand	Yala	non-BMR	Thailand
EPI_ISL_5052352	hCoV-19/Thailand/Songkhla_SEQ17831/2021	Original	2021-09-27	AY.30	Asia	Thailand	Songkhla	non-BMR	Thailand
EPI_ISL_5052353	hCoV-19/Thailand/Narathiwat_SEQ17840/2021	Original	2021-09-30	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052354	hCoV-19/Thailand/Narathiwat_SEQ17841/2021	Original	2021-09-29	AY.59	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052355	hCoV-19/Thailand/Narathiwat_SEQ17846/2021	Original	2021-09	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052356	hCoV-19/Thailand/Chonburi_SEQ17878/2021	Original	2021-09-30	AY.30	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052357	hCoV-19/Thailand/Prachin_Buri_SEQ17887/2021	Original	2021-09-26	AY.85	Asia	Thailand	Prachin Buri	non-BMR	Thailand
EPI_ISL_5052358	hCoV-19/Thailand/Prachin_Buri_SEQ17890/2021	Original	2021-09-26	AY.30	Asia	Thailand	Prachin Buri	non-BMR	Thailand
EPI_ISL_5052359	hCoV-19/Thailand/Prachin_Buri_SEQ17910/2021	Original	2021-09-27	AY.85	Asia	Thailand	Prachin Buri	non-BMR	Thailand
EPI_ISL_5052360	hCoV-19/Thailand/Prachin_Buri_SEQ17911/2021	Original	2021-09-27	AY.85	Asia	Thailand	Prachin Buri	non-BMR	Thailand
EPI_ISL_5052361	hCoV-19/Thailand/Chanthaburi_SEQ17933/2021	Original	2021-10-01	AY.30	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052362	hCoV-19/Thailand/Chanthaburi_SEQ17941/2021	Original	2021-10-01	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052363	hCoV-19/Thailand/Chanthaburi_SEQ17982/2021	Original	2021-10-03	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052364	hCoV-19/Thailand/Chanthaburi_SEQ17983/2021	Original	2021-10-03	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052365	hCoV-19/Thailand/Phatthalung_SEQ17993/2021	Original	2021-09-21	AY.30	Asia	Thailand	Phatthalung	non-BMR	Thailand
EPI_ISL_5052366	hCoV-19/Thailand/Trang_SEQ18010/2021	Original	2021-09	AY.30	Asia	Thailand	Trang	non-BMR	Thailand
EPI_ISL_5052367	hCoV-19/Thailand/Trang_SEQ18020/2021	Original	2021-09-28	AY.85	Asia	Thailand	Trang	non-BMR	Thailand
EPI_ISL_5052368	hCoV-19/Thailand/Chiang_Mai_SEQ18023/2021	Original	2021-10-03	AY.30	Asia	Thailand	Chiang Mai	non-BMR	Thailand
EPI_ISL_5052370	hCoV-19/Thailand/Chanthaburi_SEQ17225/2021	Original	2021-09-22	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052371	hCoV-19/Thailand/Songkhla_SEQ17253/2021	Original	2021-09-15	AY.30	Asia	Thailand	Songkhla	non-BMR	Thailand
EPI_ISL_5052372	hCoV-19/Thailand/Narathiwat_SEQ17257/2021	Original	2021-09-22	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052373	hCoV-19/Thailand/Narathiwat_SEQ17263/2021	Original	2021-08-30	AY.59	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052374	hCoV-19/Thailand/Narathiwat_SEQ17264/2021	Original	2021-09-16	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052375	hCoV-19/Thailand/Songkhla_SEQ17265/2021	Original	2021-09-16	AY.30	Asia	Thailand	Songkhla	non-BMR	Thailand
EPI_ISL_5052378	hCoV-19/Thailand/Narathiwat_SEQ17276/2021	Original	2021-09-18	AY.85	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5052379	hCoV-19/Thailand/Phang_Nga_SEQ17290/2021	Original	2021-09-19	AY.30	Asia	Thailand	Phangnga	non-BMR	Thailand
EPI_ISL_5052381	hCoV-19/Thailand/Nakhon_Si_Thammarat_SEQ17301/2021	Original	2021-09	AY.25.1	Asia	Thailand	Nakhon Si Thammarat	non-BMR	Thailand
EPI_ISL_5052382	hCoV-19/Thailand/Nakhon_Si_Thammarat_SEQ17302/2021	Original	2021-09	AY.42	Asia	Thailand	Nakhon Si Thammarat	non-BMR	Thailand
EPI_ISL_5052383	hCoV-19/Thailand/Trang_SEQ17303/2021	Original	2021-09-17	AY.85	Asia	Thailand	Trang	non-BMR	Thailand
EPI_ISL_5052385	hCoV-19/Thailand/Trang_SEQ17323/2021	Original	2021-09	AY.85	Asia	Thailand	Trang	non-BMR	Thailand
EPI_ISL_5052386	hCoV-19/Thailand/Prachinburi_SEQ17352/2021	Original	2021-09	AY.85	Asia	Thailand	Prachin Buri	non-BMR	Thailand
EPI_ISL_5052387	hCoV-19/Thailand/Chanthaburi_SEQ17371/2021	Original	2021-09-23	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052388	hCoV-19/Thailand/Chanthaburi_SEQ17372/2021	Original	2021-09-23	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052389	hCoV-19/Thailand/Chonburi_SEQ17462/2021	Original	2021-09-09	AY.30	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052391	hCoV-19/Thailand/Surat_Thani_SEQ17485/2021	Original	2021-09-20	AY.85	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_5052392	hCoV-19/Thailand/Surat_Thani_SEQ17486/2021	Original	2021-09-20	AY.85	Asia	Thailand	Surat Thani	non-BMR	Thailand
EPI_ISL_5052393	hCoV-19/Thailand/Phitsanulok_SEQ17494/2021	Original	2021-09	AY.30	Asia	Thailand	Phitsanulok	non-BMR	Thailand
EPI_ISL_5052394	hCoV-19/Thailand/Ayutthaya_SEQ17504/2021	Original	2021-09-23	AY.85	Asia	Thailand	Phra Nakhon Si Ayutthaya	non-BMR	Thailand
EPI_ISL_5052395	hCoV-19/Thailand/Ayutthaya_SEQ17505/2021	Original	2021-09-25	AY.85	Asia	Thailand	Phra Nakhon Si Ayutthaya	non-BMR	Thailand
EPI_ISL_5052396	hCoV-19/Thailand/Buriram_SEQ17506/2021	Original	2021-09-22	AY.85	Asia	Thailand	Buri Ram	non-BMR	Thailand
EPI_ISL_5052398	hCoV-19/Thailand/Maha_Sarakham_SEQ17513/2021	Original	2021-09-20	AY.85	Asia	Thailand	Maha Sarakham	non-BMR	Thailand
EPI_ISL_5052399	hCoV-19/Thailand/Bangkok_SEQ17853/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052400	hCoV-19/Thailand/Bangkok_SEQ17854/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052401	hCoV-19/Thailand/Bangkok_SEQ17855/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052402	hCoV-19/Thailand/Bangkok_SEQ17856/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052403	hCoV-19/Thailand/Bangkok_SEQ17857/2021	Original	2021-09	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052404	hCoV-19/Thailand/Bangkok_SEQ17858/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052405	hCoV-19/Thailand/Bangkok_SEQ17859/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052406	hCoV-19/Thailand/Bangkok_SEQ17860/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052407	hCoV-19/Thailand/Bangkok_SEQ17861/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052408	hCoV-19/Thailand/Bangkok_SEQ17862/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052409	hCoV-19/Thailand/Bangkok_SEQ17863/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052410	hCoV-19/Thailand/Bangkok_SEQ17864/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052411	hCoV-19/Thailand/Bangkok_SEQ17865/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052412	hCoV-19/Thailand/Bangkok_SEQ17866/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052413	hCoV-19/Thailand/Bangkok_SEQ17867/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052414	hCoV-19/Thailand/Bangkok_SEQ17868/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052415	hCoV-19/Thailand/Bangkok_SEQ17869/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052416	hCoV-19/Thailand/Bangkok_SEQ17870/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052417	hCoV-19/Thailand/Bangkok_SEQ17871/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052418	hCoV-19/Thailand/Bangkok_SEQ17872/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052420	hCoV-19/Thailand/Bangkok_SEQ17873/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052421	hCoV-19/Thailand/Bangkok_SEQ17875/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052422	hCoV-19/Thailand/Bangkok_SEQ17876/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052423	hCoV-19/Thailand/Bangkok_SEQ17877/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5052424	hCoV-19/Thailand/Samut_Songkhram_SEQ17509/2021	Original	2021-09-18	AY.30	Asia	Thailand	Samut Songkhram	non-BMR	Thailand
EPI_ISL_5052425	hCoV-19/Thailand/Kanchanaburi_SEQ17511/2021	Original	2021-09-12	AY.85	Asia	Thailand	Kanchanaburi	non-BMR	Thailand
EPI_ISL_5052426	hCoV-19/Thailand/Rayong_SEQ17579/2021	Original	2021-09	AY.30	Asia	Thailand	Rayong	non-BMR	Thailand
EPI_ISL_5052427	hCoV-19/Thailand/Chonburi_SEQ17580/2021	Original	2021-09-21	AY.85	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052428	hCoV-19/Thailand/Chonburi_SEQ17581/2021	Original	2021-09-25	AY.79	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052429	hCoV-19/Thailand/Samut_Prakan_SEQ17589/2021	Original	2021-09	AY.30	Asia	Thailand	Samut Prakan	BMR	Thailand
EPI_ISL_5052430	hCoV-19/Thailand/Chonburi_SEQ17610/2021	Original	2021-09	AY.30	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052431	hCoV-19/Thailand/Chonburi_SEQ17611/2021	Original	2021-09	AY.85	Asia	Thailand	Chon Buri	non-BMR	Thailand
EPI_ISL_5052432	hCoV-19/Thailand/Chanthaburi_SEQ17650/2021	Original	2021-09-27	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052433	hCoV-19/Thailand/Chanthaburi_SEQ17658/2021	Original	2021-09-27	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052434	hCoV-19/Thailand/Chanthaburi_SEQ17665/2021	Original	2021-09-27	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052435	hCoV-19/Thailand/Chanthaburi_SEQ17681/2021	Original	2021-09-28	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052436	hCoV-19/Thailand/Chanthaburi_SEQ17683/2021	Original	2021-09-28	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052437	hCoV-19/Thailand/Chanthaburi_SEQ17712/2021	Original	2021-09-29	AY.30	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052438	hCoV-19/Thailand/Chanthaburi_SEQ17713/2021	Original	2021-09-29	AY.30	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052439	hCoV-19/Thailand/Chanthaburi_SEQ17724/2021	Original	2021-09-30	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052440	hCoV-19/Thailand/Chanthaburi_SEQ17737/2021	Original	2021-09-30	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052441	hCoV-19/Thailand/Chanthaburi_SEQ17748/2021	Original	2021-09-30	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052442	hCoV-19/Thailand/Chanthaburi_SEQ17711/2021	Original	2021-09-29	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5052443	hCoV-19/Thailand/Phang_Nga_SEQ17515/2021	Original	2021-09-06	AY.30	Asia	Thailand	Phangnga	non-BMR	Thailand
EPI_ISL_5053230	hCoV-19/India/TG-CDFD-Xi175/2021	Original	2021-04-16	AY.16	Asia	India	NA	Asia	Non-Thailand
EPI_ISL_5053368	hCoV-19/India/TG-CDFD-Xi211/2021	Original	2021-04-14	AY.16	Asia	India	NA	Asia	Non-Thailand
EPI_ISL_5057601	hCoV-19/Denmark/DCGC-180361/2021	Original	2021-10-05	B.1.617.2	Europe	Denmark	NA	Europe	Non-Thailand
EPI_ISL_5057861	hCoV-19/Thailand/Chiang_Mai_SEQ17760/2021	Original	2021-09-24	AY.85	Asia	Thailand	Chiang Mai	non-BMR	Thailand
EPI_ISL_5057862	hCoV-19/Thailand/Narathiwat_SEQ17842/2021	Original	2021-09-30	AY.59	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5057863	hCoV-19/Thailand/Narathiwat_SEQ17848/2021	Original	2021-09	B.1.351	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5057864	hCoV-19/Thailand/Chanthaburi_SEQ17956/2021	Original	2021-10-02	AY.85	Asia	Thailand	Chanthaburi	non-BMR	Thailand
EPI_ISL_5057868	hCoV-19/Thailand/Narathiwat_SEQ17271/2021	Original	2021-09-14	B.1.1.7	Asia	Thailand	Narathiwat	non-BMR	Thailand
EPI_ISL_5057870	hCoV-19/Thailand/Nakhon_Si_Thammarat_SEQ17298/2021	Original	2021-09	AY.43	Asia	Thailand	Nakhon Si Thammarat	non-BMR	Thailand
EPI_ISL_5057871	hCoV-19/Thailand/Bangkok_SEQ17874/2021	Original	2021-09	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5057872	hCoV-19/Thailand/Ratchaburi_SEQ17510/2021	Original	2021-09-21	AY.30	Asia	Thailand	Ratchaburi	non-BMR	Thailand
EPI_ISL_5057873	hCoV-19/Thailand/Nakhon_Si_Thammarat_SEQ17514/2021	Original	2021-09-17	AY.119	Asia	Thailand	Nakhon Si Thammarat	non-BMR	Thailand
EPI_ISL_5058607	hCoV-19/USA/NY-URMC-21080880-1/2021	Original	2021-08-17	AY.114	North America	USA	NA	North America	Non-Thailand
EPI_ISL_5060409	hCoV-19/Turkey/HSGM-E8986/2021	Original	2021-09-24	B.1.617.2	Europe	Turkey	NA	Europe	Non-Thailand
EPI_ISL_5060438	hCoV-19/Turkey/HSGM-E8865/2021	Original	2021-09-24	B.1.617.2	Europe	Turkey	NA	Europe	Non-Thailand
EPI_ISL_5065376	hCoV-19/Thailand/DMSc-02518/2021	Original	2021-07-26	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065377	hCoV-19/Thailand/DMSc-02773/2021	Original	2021-07-26	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065378	hCoV-19/Thailand/DMSc-02781/2021	Original	2021-07-26	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065379	hCoV-19/Thailand/DMSc-02808/2021	Original	2021-07-26	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065380	hCoV-19/Thailand/DMSc-02816/2021	Original	2021-07-26	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065381	hCoV-19/Thailand/DMSc-02587/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065382	hCoV-19/Thailand/DMSc-02727/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065383	hCoV-19/Thailand/DMSc-02743/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065384	hCoV-19/Thailand/DMSc-02750/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065385	hCoV-19/Thailand/DMSc-02751/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065386	hCoV-19/Thailand/DMSc-02753/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065387	hCoV-19/Thailand/DMSc-02757/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065388	hCoV-19/Thailand/DMSc-02760/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065389	hCoV-19/Thailand/DMSc-02765/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065390	hCoV-19/Thailand/DMSc-02767/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065391	hCoV-19/Thailand/DMSc-02772/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065392	hCoV-19/Thailand/DMSc-02774/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065393	hCoV-19/Thailand/DMSc-02779/2021	Original	2021-07-25	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065394	hCoV-19/Thailand/DMSc-02786/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065395	hCoV-19/Thailand/DMSc-02793/2021	Original	2021-07-25	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065396	hCoV-19/Thailand/DMSc-02800/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065397	hCoV-19/Thailand/DMSc-02806/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065398	hCoV-19/Thailand/DMSc-02815/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065399	hCoV-19/Thailand/DMSc-02822/2021	Original	2021-07-25	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065400	hCoV-19/Thailand/DMSc-02581/2021	Original	2021-07-24	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065401	hCoV-19/Thailand/DMSc-02574/2021	Original	2021-07-23	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065402	hCoV-19/Thailand/DMSc-02647/2021	Original	2021-07-23	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065403	hCoV-19/Thailand/DMSc-02755/2021	Original	2021-07-23	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065404	hCoV-19/Thailand/DMSc-02763/2021	Original	2021-07-23	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065405	hCoV-19/Thailand/DMSc-02769/2021	Original	2021-07-23	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065406	hCoV-19/Thailand/DMSc-02776/2021	Original	2021-07-23	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065407	hCoV-19/Thailand/DMSc-02784/2021	Original	2021-07-23	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065408	hCoV-19/Thailand/DMSc-02813/2021	Original	2021-07-23	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065409	hCoV-19/Thailand/DMSc-02567/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065410	hCoV-19/Thailand/DMSc-02646/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065411	hCoV-19/Thailand/DMSc-02654/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065412	hCoV-19/Thailand/DMSc-02740/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065413	hCoV-19/Thailand/DMSc-02804/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065414	hCoV-19/Thailand/DMSc-02812/2021	Original	2021-07-22	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065415	hCoV-19/Thailand/DMSc-02560/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065416	hCoV-19/Thailand/DMSc-02613/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065417	hCoV-19/Thailand/DMSc-02615/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065418	hCoV-19/Thailand/DMSc-02621/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065419	hCoV-19/Thailand/DMSc-02623/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065420	hCoV-19/Thailand/DMSc-02629/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065421	hCoV-19/Thailand/DMSc-02644/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065422	hCoV-19/Thailand/DMSc-02652/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065423	hCoV-19/Thailand/DMSc-02660/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065424	hCoV-19/Thailand/DMSc-02668/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065425	hCoV-19/Thailand/DMSc-02690/2021	Original	2021-07-21	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065426	hCoV-19/Thailand/DMSc-02691/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065427	hCoV-19/Thailand/DMSc-02694/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065428	hCoV-19/Thailand/DMSc-02747/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065429	hCoV-19/Thailand/DMSc-02754/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065430	hCoV-19/Thailand/DMSc-02762/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065431	hCoV-19/Thailand/DMSc-02782/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065432	hCoV-19/Thailand/DMSc-02789/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065433	hCoV-19/Thailand/DMSc-02796/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065434	hCoV-19/Thailand/DMSc-02803/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065435	hCoV-19/Thailand/DMSc-02818/2021	Original	2021-07-21	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065436	hCoV-19/Thailand/DMSc-02590/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065437	hCoV-19/Thailand/DMSc-02628/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065438	hCoV-19/Thailand/DMSc-02635/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065439	hCoV-19/Thailand/DMSc-02643/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065440	hCoV-19/Thailand/DMSc-02651/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065441	hCoV-19/Thailand/DMSc-02659/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065442	hCoV-19/Thailand/DMSc-02674/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065443	hCoV-19/Thailand/DMSc-02701/2021	Original	2021-07-20	AY.85	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065444	hCoV-19/Thailand/DMSc-02704/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065445	hCoV-19/Thailand/DMSc-02729/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065446	hCoV-19/Thailand/DMSc-02733/2021	Original	2021-07-20	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065447	hCoV-19/Thailand/DMSc-02589/2021	Original	2021-07-19	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065448	hCoV-19/Thailand/DMSc-02592/2021	Original	2021-07-19	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
EPI_ISL_5065449	hCoV-19/Thailand/DMSc-02597/2021	Original	2021-07-19	AY.30	Asia	Thailand	Bangkok	BMR	Thailand
